review_text,rating,sentiment
"This bluetooth speaker is broken. The material feels cheap. Also, exceeded my expectations. Rating: 3/5.",3,negative
"This smartwatch is sturdy. That said, some features are useful, others aren't.",5,positive
This coffee maker is wonderful. The build quality is great.,4,positive
This coffee maker is decent.,3,neutral
This phone case is cheap.,2,negative
This air fryer is poor. It's louder than advertised. Rating: 3/5.,3,negative
This coffee maker is amazing. It feels premium for the price.,4,positive
This office chair is sleek. Battery life is impressive. Overall it's didn't disappoint.,4,positive
This wireless mouse is terrible.,2,negative
"Bought this air fryer a few weeks ago. Also, I would definitely buy this again.",3,neutral
This headphones is amazing. Exceeded my expectations.,5,positive
This backpack is fast. Works perfectly out of the box.,5,positive
This blender is defective. The instructions were confusing.,3,negative
This office chair is great.,5,positive
"This backpack is clunky. I regret this purchase. On the plus side, works as described, no surprises. Rating: 1/5.",1,negative
Bought this air fryer a few weeks ago.,5,positive
This office chair is outstanding.,4,positive
Bought this laptop a few weeks ago. Customer support never responded.,1,neutral
Bought this office chair a few weeks ago.,3,positive
Bought this running shoes a few weeks ago. Rating: 1/5.,1,negative
Bought this desk lamp a few weeks ago. It does the job but nothing more. Overall it's not bad.,3,neutral
Bought this coffee maker a few weeks ago. Exceeded my expectations. Overall it's wouldn't recommend.,5,positive
This office chair is reliable. My whole family loves it now. Overall it's could be better.,4,positive
This laptop is frustrating. I had to return it after two days.,1,negative
This coffee maker is amazing.,4,positive
This headphones is sleek. Shipping was fast and packaging was solid. Rating: 4/5.,4,positive
"This air fryer is reasonable. Delivery took about a week. However, customer service was very helpful.",3,neutral
Bought this yoga mat a few weeks ago. Rating: 2/5.,2,negative
Bought this vacuum cleaner a few weeks ago. I would definitely buy this again. Overall it's wouldn't recommend.,4,positive
This vacuum cleaner is fast. The build quality is great.,4,positive
"This air fryer is awful. That said, battery life is impressive.",1,negative
"This bluetooth speaker is shoddy. Also, some features are useful, others aren't.",1,negative
Bought this office chair a few weeks ago.,1,negative
"This bluetooth speaker is so-so. Works as described, no surprises. Rating: 2/5.",2,neutral
"Bought this bluetooth speaker a few weeks ago. It arrived damaged. That said, it feels premium for the price. Rating: 1/5.",1,negative
"Bought this desk lamp a few weeks ago. Battery life is impressive. Also, packaging was fine.",5,positive
This office chair is well made. Customer service was very helpful.,4,positive
This wireless mouse is amazing. Exceeded my expectations. Rating: 3/5.,3,positive
"This office chair is middle of teh road. Some features are useful, others aren't.",3,neutral
This laptop is slow.,2,negative
This laptop is shoddy. The instructions were confusing. Rating: 1/5.,1,negative
This headphones is not worth it.,1,negative
This desk lamp is great. I would definitely buy this again. Overall it's not bad.,5,positive
This laptop is reliable. I would definitely buy this again. Rating: 4/5.,4,positive
"This headphones is frustrating. On teh plus side, it's fine for the price but I wouldn't rave about it.",1,negative
"This phone case is useless. It's louder than advertised. That said, it does the job but nothing more.",1,negative
This yoga mat is decent.,3,neutral
This blender is slow.,1,negative
"This smartwatch is okay. It does the job but nothing more. However, shipping was fast and packaging was solid.",3,neutral
"This air fryer is shoddy. I regret this purchase. However, the build quality is great. Rating: 1/5.",1,negative
"This vacuum cleaner is amazing. My whole family loves it now. On the downside, it's louder than advertised.",4,positive
This yoga mat is impressive. Customer service was very helpful. Rating: 5/5.,5,positive
This wireless mouse is affordable. Works perfectly out of teh box.,5,positive
This backpack is sleek.,5,positive
Bought this headphones a few weeks ago. Shipping was fast and packaging was solid. Rating: 5/5.,5,positive
Bought this laptop a few weeks ago. Customer service was very helpful.,4,positive
Bought this running shoes a few weeks ago. Overall it's not great.,3,positive
"This vacuum cleaner is reasonable. Some features are useful, others aren't.",2,neutral
This blender is excellent.,3,positive
Bought this office chair a few weeks ago. Battery life is impressive. Overall it's can't complain.,4,positive
This smartwatch is cheap. The material feels cheap.,1,negative
This coffee maker is smooth. Works perfectly out of the box. Overall it's didn't disappoint.,5,positive
This phone case is impressive. Works perfectly out of the box.,3,positive
This coffee maker is so-so.,3,negative
This wireless mouse is smooth. Customer service was very helpful.,5,positive
This headphones is fast. Rating: 4/5.,4,positive
This running shoes is average. It does the job but nothing more. Overall it's not bad.,3,neutral
This headphones is terrible. It's louder than advertised. Overall it's didn't disappoint. Rating: 2/5.,2,negative
This coffee maker is slow. The size runs way smaller than expected.,2,negative
"This vacuum cleaner is amazing. I would definitely buy this again. However, the size runs way smaller than expected.",3,positive
"This vacuum cleaner is fine. Some features are useful, others aren't.",4,neutral
This headphones is frustrating. Battery drains way too fast. Rating: 1/5.,1,negative
This office chair is subpar. Customer support never responded.,2,negative
This yoga mat is impressive. It feels premium for the price.,3,positive
This bluetooth speaker is useless.,2,negative
"This vacuum cleaner is frustrating. The size runs way smaller than expected. However, customer service was very helpful. Overall it's not bad.",1,negative
"This backpack is reasonable. Some features are useful, others aren't.",4,neutral
This desk lamp is subpar.,3,negative
This desk lamp is solid. Overall it's could be better.,5,positive
This office chair is decent. Packaging was fine.,3,neutral
This vacuum cleaner is comfortable. Shipping was fast and packaging was solid.,4,positive
This running shoes is faulty. Rating: 1/5.,1,negative
"This yoga mat is faulty. On the plus side, it's fine for the price but I wouldn't rave about it.",2,negative
This running shoes is unreliable.,3,negative
This smartwatch is uncomfortable.,3,negative
This office chair is subpar. The size runs way smaller than expected.,1,negative
This running shoes is amazing. My whole family loves it now. Overall it's can't complain.,4,positive
This coffee maker is smooth.,5,positive
"This vacuum cleaner is okay. It does the job but nothing more. However, shipping was fast and packaging was solid. Overall it's wouldn't recommend.",3,neutral
"This desk lamp is clunky. Also, some features are useful, others aren't.",1,negative
"Bought this desk lamp a few weeks ago. Delivery took about a week. However, I had to return it after two days. Rating: 3/5.",3,neutral
Bought this coffee maker a few weeks ago. Overall it's didn't disappoint.,2,neutral
"This vacuum cleaner is reasonable. However, I would definitely buy this again.",3,positive
"Bought this smartwatch a few weeks ago. Works as described, no surprises. On the downside, stopped working within a week.",2,neutral
"This yoga mat is terrible. On teh plus side, the build quality is great.",2,negative
This headphones is smooth. Works perfectly out of the box.,4,positive
"This wireless mouse is superb. Setup took less than five minutes. On teh downside, the size runs way smaller than expected. Rating: 5/5.",5,positive
This vacuum cleaner is poor.,2,negative
This running shoes is affordable. Rating: 5/5.,5,positive
This backpack is comfortable.,5,positive
This smartwatch is solid. Exceeded my expectations. Rating: 5/5.,5,positive
This vacuum cleaner is fantastic.,5,positive
This blender is poor. The instructions were confusing.,2,negative
"This phone case is badly made. Customer support never responded. That said, it's fine for teh price but I wouldn't rave about it.",1,negative
